Temperature,Vibration,Current,Status,RUL
75.85,5.01,4.29,Normal,16.569999999999993
70.77,5.1,5.85,Normal,14.488000000000014
78.04,3.97,7.56,Normal,10.645999999999987
71.22,4.29,8.71,Normal,10.0
74.49,4.33,6.17,Normal,15.146000000000015
82.23,1.73,6.94,Faulty,0.0
71.7,2.41,4.6,Normal,31.129999999999995
67.14,3.39,9.19,Faulty,0.0
69.74,3.44,8.67,Normal,14.945999999999998
79.97,2.8,7.98,Normal,14.078000000000003
92.02,8.45,10.42,Faulty,0.0
74.36,4.0,9.33,Faulty,0.0
72.45,3.79,5.79,Normal,20.209999999999994
77.43,2.74,5.63,Normal,22.951999999999998
70.75,3.96,8.59,Normal,11.980000000000004
76.53,1.37,8.49,Normal,21.762
71.34,3.84,5.21,Normal,22.366
70.51,4.06,6.2,Normal,18.793999999999997
71.81,4.24,9.53,Faulty,0.0
73.12,2.44,7.62,Normal,21.067999999999998
74.76,4.22,8.18,Normal,10.0
76.18,2.96,5.26,Normal,23.71199999999999
56.56,3.19,7.98,Normal,26.174000000000007
70.96,4.72,4.87,Normal,19.214000000000013
91.06,9.63,6.12,Faulty,0.0
82.53,4.05,8.09,Faulty,0.0
69.6,3.18,9.15,Faulty,0.0
75.81,4.19,6.62,Normal,13.703999999999994
82.48,4.94,6.18,Faulty,0.0
68.44,4.62,9.57,Faulty,0.0
76.97,6.74,6.71,Faulty,0.0
70.99,3.28,6.9,Normal,20.30600000000001
72.48,4.25,9.54,Faulty,0.0
70.98,5.55,6.47,Normal,10.25200000000001
71.34,5.49,6.02,Normal,11.685999999999993
88.61,2.05,8.22,Faulty,0.0
79.22,4.0,5.93,Normal,14.677999999999997
80.51,5.48,6.78,Faulty,0.0
77.46,6.89,5.02,Faulty,0.0
66.97,4.7,7.28,Normal,14.478000000000009
76.97,3.63,7.1,Normal,14.36800000000001
80.36,2.99,8.45,Faulty,0.0
70.73,6.22,8.29,Faulty,0.0
79.83,4.73,7.83,Normal,10.0
91.61,6.1,11.18,Faulty,0.0
84.26,3.8,6.89,Faulty,0.0
72.91,4.31,7.91,Normal,10.974000000000004
88.91,6.57,9.46,Faulty,0.0
73.19,3.1,3.48,Normal,30.146
93.45,5.66,11.66,Faulty,0.0
65.86,2.35,8.01,Normal,24.704000000000008
64.66,5.04,6.81,Normal,15.574000000000012
75.45,3.66,8.61,Normal,10.599999999999994
84.84,7.77,10.18,Faulty,0.0
75.04,5.42,5.94,Normal,10.056000000000012
79.73,4.22,5.73,Normal,13.872
72.24,3.89,7.85,Normal,13.656000000000006
65.63,4.19,4.63,Normal,25.78200000000001
85.22,4.06,5.85,Faulty,0.0
70.01,5.25,7.43,Normal,10.0
69.7,4.31,5.19,Normal,21.060000000000002
80.52,3.46,6.01,Faulty,0.0
73.08,5.05,3.68,Normal,19.861999999999995
74.68,5.23,7.91,Normal,10.0
77.41,2.66,5.97,Normal,22.34400000000001
80.42,5.53,5.35,Faulty,0.0
73.33,4.36,5.06,Normal,19.02199999999999
82.6,4.28,6.37,Faulty,0.0
64.32,5.01,4.63,Normal,22.468000000000018
78.8,3.43,9.91,Faulty,0.0
70.8,4.95,3.42,Normal,22.510000000000005
81.86,3.62,6.32,Faulty,0.0
75.71,2.53,7.16,Normal,20.444000000000003
71.64,3.0,5.84,Normal,24.495999999999995
89.4,7.91,9.65,Faulty,0.0
79.47,3.05,5.8,Normal,19.668000000000006
78.21,5.61,9.3,Faulty,0.0
69.85,5.19,5.32,Normal,16.180000000000007
72.58,5.33,3.47,Normal,19.39200000000001
74.98,4.12,5.05,Normal,19.262
74.79,4.26,7.58,Normal,11.085999999999984
78.75,2.81,6.82,Normal,18.24000000000001
64.93,5.0,8.13,Normal,11.651999999999987
76.67,4.38,7.75,Normal,10.0
73.55,4.57,6.05,Normal,14.870000000000005
70.81,5.69,6.27,Normal,10.25399999999999
71.29,3.39,6.42,Normal,21.01599999999999
73.93,3.87,9.83,Faulty,0.0
56.99,4.33,8.04,Normal,20.036
71.49,3.06,9.84,Faulty,0.0
70.62,3.81,8.26,Normal,13.798000000000002
77.66,4.49,6.9,Normal,10.254000000000005
70.97,3.67,5.47,Normal,22.658
73.92,5.31,7.3,Normal,10.0
82.71,2.49,6.91,Faulty,0.0
79.97,5.12,6.86,Normal,10.0
79.51,4.66,6.69,Normal,10.0
72.5,3.43,3.92,Normal,27.58999999999999
77.72,3.08,8.89,Normal,11.298000000000002
73.83,1.92,6.92,Normal,25.342000000000013
74.02,3.2,4.88,Normal,24.948000000000008
77.05,5.05,7.72,Normal,10.0
72.02,3.94,5.72,Normal,19.92800000000001
82.47,5.16,7.84,Faulty,0.0
86.73,6.9,12.6,Faulty,0.0
78.09,4.71,8.53,Normal,10.0
82.28,3.28,6.76,Faulty,0.0
80.16,3.03,6.38,Faulty,0.0
67.96,3.89,6.06,Normal,21.593999999999994
77.22,3.34,5.92,Normal,19.208
79.25,2.46,6.97,Normal,19.24000000000001
79.46,3.82,6.69,Normal,13.153999999999996
69.43,4.11,5.76,Normal,20.512
71.71,5.27,5.28,Normal,14.784000000000006
79.97,4.94,6.84,Normal,10.0
71.19,5.22,6.35,Normal,12.13600000000001
73.5,4.72,5.29,Normal,16.429999999999993
82.88,4.33,8.25,Faulty,0.0
74.76,2.77,9.66,Faulty,0.0
71.37,4.15,8.44,Normal,11.108000000000004
70.61,4.6,5.92,Normal,16.873999999999995
76.66,5.46,6.92,Normal,10.0
68.33,4.69,9.31,Faulty,0.0
73.76,5.24,5.24,Normal,13.823999999999998
76.67,2.97,8.17,Normal,14.638000000000005
81.5,3.67,4.83,Faulty,0.0
78.34,4.43,9.53,Faulty,0.0
71.43,5.16,6.35,Normal,12.292000000000002
80.89,3.85,10.34,Faulty,0.0
73.5,3.92,9.59,Faulty,0.0
68.82,4.69,6.84,Normal,14.738000000000014
74.14,2.87,5.92,Normal,23.406000000000006
82.19,5.61,7.29,Faulty,0.0
75.83,3.12,6.73,Normal,18.712000000000003
75.06,2.08,6.4,Normal,25.364000000000004
83.19,4.01,4.51,Faulty,0.0
67.84,5.7,6.23,Normal,12.105999999999995
68.57,4.59,5.33,Normal,19.918000000000006
66.92,4.75,7.83,Normal,12.608000000000004
76.86,4.04,8.49,Normal,10.0
75.83,3.85,8.11,Normal,10.922000000000011
82.71,2.46,7.51,Faulty,0.0
76.22,1.74,5.72,Normal,28.408
72.98,4.2,7.31,Normal,13.281999999999982
75.01,5.31,8.19,Normal,10.0
75.59,4.34,6.12,Normal,14.585999999999999
66.64,4.62,7.18,Normal,15.376000000000005
88.55,5.58,6.78,Faulty,0.0
77.6,4.33,9.49,Faulty,0.0
76.05,3.88,8.28,Normal,10.129999999999995
78.08,3.18,7.91,Normal,13.522000000000006
78.55,6.02,4.42,Faulty,0.0
74.3,4.53,7.26,Normal,10.989999999999995
71.84,3.06,6.77,Normal,21.286
78.0,2.83,6.75,Normal,18.80000000000001
76.93,5.25,4.65,Normal,13.641999999999996
70.95,2.96,5.37,Normal,26.519999999999996
82.1,5.85,6.9,Faulty,0.0
76.47,1.24,8.67,Normal,21.908
97.03,7.68,10.97,Faulty,0.0
81.96,4.49,6.4,Faulty,0.0
75.11,4.12,9.67,Faulty,0.0
76.58,3.82,6.55,Normal,15.301999999999992
79.05,5.89,6.81,Normal,10.0
71.38,4.71,6.83,Normal,13.132000000000005
75.27,3.1,4.98,Normal,24.397999999999996
75.63,2.28,7.86,Normal,19.64200000000001
70.22,4.18,6.02,Normal,18.908
86.59,4.0,6.95,Faulty,0.0
67.96,2.48,7.67,Normal,23.814000000000007
68.51,3.94,9.91,Faulty,0.0
81.57,3.43,5.02,Faulty,0.0
78.57,4.01,8.3,Normal,10.0
69.87,4.73,8.3,Normal,10.0
78.04,5.49,6.04,Normal,10.0
82.34,4.91,7.9,Faulty,0.0
74.85,3.28,9.47,Faulty,0.0
87.99,4.37,5.85,Faulty,0.0
66.38,4.06,7.36,Normal,17.792
78.47,2.67,7.61,Normal,16.738
80.83,4.4,7.8,Faulty,0.0
79.46,5.86,8.15,Normal,10.0
86.74,6.69,10.86,Faulty,0.0
73.55,2.41,7.77,Normal,20.510000000000005
77.22,4.03,5.63,Normal,16.628
79.08,2.79,7.25,Normal,16.852000000000004
78.01,4.86,6.29,Normal,10.023999999999987
80.2,4.52,5.16,Faulty,0.0
69.91,3.83,6.24,Normal,20.183999999999997
88.71,7.16,9.89,Faulty,0.0
70.3,3.79,7.65,Normal,15.920000000000002
73.07,4.01,5.1,Normal,20.808000000000007
80.08,3.23,5.59,Faulty,0.0
75.54,2.61,8.09,Normal,17.355999999999995
88.03,5.14,7.76,Faulty,0.0
75.97,3.61,8.33,Normal,11.377999999999986
75.3,4.17,9.05,Faulty,0.0
93.13,6.35,12.64,Faulty,0.0
71.81,4.32,6.38,Normal,16.173999999999992
74.71,2.83,7.17,Normal,19.51400000000001
80.64,2.32,9.49,Faulty,0.0
75.57,3.41,11.15,Faulty,0.0
71.03,4.4,7.69,Normal,12.312000000000012
70.37,3.27,7.8,Normal,18.02799999999999
72.75,3.65,8.09,Normal,13.829999999999998
75.37,6.13,7.04,Faulty,0.0
80.97,2.15,8.75,Faulty,0.0
68.3,3.24,8.51,Normal,17.289999999999992
73.4,5.9,7.53,Normal,10.0
90.53,6.52,10.75,Faulty,0.0
65.83,3.29,4.72,Normal,29.89200000000001
85.88,8.58,11.41,Faulty,0.0
71.6,4.06,7.32,Normal,14.780000000000001
71.02,3.65,5.89,Normal,21.468000000000004
75.96,4.19,5.31,Normal,17.54400000000001
74.2,3.34,7.99,Normal,14.810000000000002
72.22,2.98,4.6,Normal,27.968000000000004
92.79,7.21,12.27,Faulty,0.0
83.62,2.99,8.27,Faulty,0.0
83.2,4.01,7.82,Faulty,0.0
65.39,4.35,6.41,Normal,19.786
77.89,4.85,5.13,Normal,13.62599999999999
74.11,5.13,7.88,Normal,10.0
75.78,3.59,8.8,Normal,10.182000000000002
73.01,4.5,6.14,Normal,15.273999999999987
75.59,4.49,7.76,Normal,10.0
93.05,6.55,13.28,Faulty,0.0
72.11,3.52,7.51,Normal,16.604
70.52,2.97,6.4,Normal,23.638000000000005
72.76,4.5,8.56,Normal,10.0
76.17,2.29,5.89,Normal,25.177999999999997
77.99,3.73,5.05,Normal,19.406000000000006
79.27,1.45,8.22,Normal,20.52799999999999
72.53,2.66,6.39,Normal,24.012
76.42,3.12,6.53,Normal,18.958
79.81,5.1,6.06,Normal,10.0
80.83,4.69,6.29,Faulty,0.0
84.93,6.13,13.7,Faulty,0.0
73.9,4.73,9.49,Faulty,0.0
75.96,4.89,9.69,Faulty,0.0
69.25,3.84,8.64,Normal,13.329999999999998
74.03,2.62,7.7,Normal,19.382000000000005
78.72,3.79,4.85,Normal,19.268
78.21,3.9,6.72,Normal,13.414000000000016
73.65,2.77,10.24,Faulty,0.0
76.09,4.37,6.35,Normal,13.445999999999998
87.8,6.81,13.44,Faulty,0.0
78.52,4.45,7.08,Normal,10.0
93.64,6.79,6.87,Faulty,0.0
73.62,4.73,7.96,Normal,10.0
73.19,3.82,8.9,Normal,10.286000000000001
74.69,4.2,6.93,Normal,13.396000000000015
72.76,3.6,8.85,Normal,11.794000000000011
78.29,3.42,4.5,Normal,22.425999999999988
73.02,5.34,4.92,Normal,14.727999999999994
82.96,1.96,7.31,Faulty,0.0
82.33,4.88,7.72,Faulty,0.0
70.54,3.38,9.03,Faulty,0.0
75.35,3.25,7.96,Normal,14.66000000000001
81.99,6.27,9.96,Faulty,0.0
73.37,2.51,7.32,Normal,21.468000000000004
85.01,3.18,7.9,Faulty,0.0
73.46,3.15,4.19,Normal,27.604000000000013
76.8,3.78,6.93,Normal,14.230000000000018
77.71,3.2,6.5,Normal,17.873999999999995
70.0,5.6,6.02,Normal,11.939999999999998
70.72,5.8,7.75,Normal,10.0
68.97,1.98,5.28,Normal,32.878
70.57,4.54,7.63,Normal,12.068000000000012
60.75,4.86,7.84,Normal,15.730000000000004
94.27,7.88,10.97,Faulty,0.0
85.27,3.34,5.31,Faulty,0.0
75.74,3.76,4.74,Normal,21.536
67.92,3.25,7.42,Normal,20.738
71.79,3.58,6.57,Normal,19.316000000000003
72.71,2.79,11.35,Faulty,0.0
69.91,3.89,7.69,Normal,15.533999999999992
79.3,2.5,7.09,Normal,18.650000000000006
79.05,3.8,6.74,Normal,13.349999999999994
69.22,2.75,5.17,Normal,29.208
78.63,4.21,7.85,Normal,10.0
82.63,3.32,6.88,Faulty,0.0
84.51,4.29,6.88,Faulty,0.0
89.33,5.08,7.14,Faulty,0.0
70.49,5.59,7.33,Normal,10.0
89.12,1.47,4.39,Faulty,0.0
73.23,3.17,8.26,Normal,15.431999999999988
72.04,3.7,5.73,Normal,21.086
76.64,4.46,6.79,Normal,11.34599999999999
72.09,2.35,8.93,Normal,18.206000000000003
77.0,3.02,9.67,Faulty,0.0
68.4,4.13,4.45,Normal,24.960000000000008
87.27,6.87,9.91,Faulty,0.0
100.68,7.76,10.82,Faulty,0.0
74.71,4.44,4.74,Normal,18.754000000000005
75.71,4.34,8.2,Normal,10.0
77.38,4.19,7.17,Normal,11.111999999999995
80.85,4.06,7.29,Faulty,0.0
66.72,4.66,5.62,Normal,19.808000000000007
77.92,1.76,7.62,Normal,21.587999999999994
73.66,5.54,8.26,Normal,10.0
75.83,1.8,7.19,Normal,23.932000000000002
80.3,2.92,6.23,Faulty,0.0
69.03,3.77,6.35,Normal,20.682000000000002
69.94,4.67,7.33,Normal,12.695999999999998
65.32,1.0,7.07,Normal,34.59800000000001
72.25,3.97,8.36,Normal,11.719999999999999
81.65,4.79,6.28,Faulty,0.0
74.4,4.99,5.17,Normal,14.899999999999991
68.3,3.3,7.54,Normal,19.900000000000006
90.4,5.89,10.44,Faulty,0.0
67.56,3.38,8.18,Normal,18.024
88.96,7.51,9.71,Faulty,0.0
76.94,2.97,7.98,Normal,15.046000000000006
69.13,3.11,5.48,Normal,26.53200000000001
80.56,4.43,7.22,Faulty,0.0
74.64,4.13,5.95,Normal,16.716000000000008
75.43,4.49,5.17,Normal,16.781999999999996
85.46,6.31,8.36,Faulty,0.0
78.86,4.7,6.18,Normal,10.644000000000005
78.92,4.88,8.87,Normal,10.0
76.68,2.26,6.14,Normal,24.272000000000006
77.82,3.15,5.09,Normal,22.28800000000001
73.94,3.77,7.2,Normal,15.186000000000007
77.71,3.98,7.04,Normal,12.354
73.31,3.33,6.26,Normal,20.584000000000003
75.01,4.91,6.76,Normal,10.164000000000001
73.63,5.98,8.46,Normal,10.0
72.71,4.19,8.01,Normal,11.394000000000005
71.55,4.08,7.88,Normal,13.030000000000001
77.34,4.85,5.22,Normal,13.686000000000007
81.55,2.13,11.33,Faulty,0.0
80.86,4.03,8.58,Faulty,0.0
68.72,4.98,7.78,Normal,10.527999999999992
81.45,3.36,5.25,Faulty,0.0
73.41,2.77,8.42,Normal,16.843999999999994
78.0,3.81,6.25,Normal,15.400000000000006
70.47,3.94,6.71,Normal,17.888000000000005
75.71,3.09,4.48,Normal,25.68400000000001
76.57,6.1,5.14,Faulty,0.0
67.58,3.52,7.66,Normal,18.872
78.04,2.85,8.51,Normal,13.395999999999987
81.73,3.91,8.03,Faulty,0.0
74.13,4.91,7.98,Normal,10.0
81.8,4.02,6.9,Faulty,0.0
74.05,4.49,6.39,Normal,13.950000000000003
79.25,3.13,7.43,Normal,14.510000000000005
63.91,5.49,8.23,Normal,10.0
87.09,4.56,7.01,Faulty,0.0
82.48,5.05,8.82,Faulty,0.0
73.58,4.37,6.68,Normal,13.962000000000018
65.14,4.82,5.53,Normal,20.226
76.44,3.13,6.98,Normal,17.546000000000006
67.78,3.51,7.16,Normal,20.302000000000007
77.22,5.35,6.88,Normal,10.0
77.06,5.56,8.92,Normal,10.0
70.29,2.85,8.21,Normal,18.945999999999998
80.6,4.25,4.85,Faulty,0.0
79.03,3.57,9.3,Faulty,0.0
79.88,3.3,2.89,Normal,26.902
75.04,4.28,10.23,Faulty,0.0
67.92,5.14,6.57,Normal,13.837999999999994
79.89,4.45,6.72,Normal,10.0
73.65,3.68,6.91,Normal,16.679999999999993
68.05,4.51,7.58,Normal,13.879999999999995
81.76,3.64,7.0,Faulty,0.0
96.03,7.68,8.82,Faulty,0.0
74.79,5.4,8.96,Normal,10.0
85.8,1.92,7.85,Faulty,0.0
75.46,4.8,5.56,Normal,14.044000000000011
73.1,2.46,8.11,Normal,19.510000000000005
71.85,5.23,7.79,Normal,10.0
83.19,3.36,6.18,Faulty,0.0
81.98,5.86,10.96,Faulty,0.0
78.68,4.7,6.76,Normal,10.0
72.2,4.36,6.67,Normal,14.870000000000005
72.7,3.0,6.63,Normal,21.49000000000001
80.15,2.75,3.36,Faulty,0.0
73.1,3.81,6.21,Normal,18.460000000000008
72.98,2.8,8.07,Normal,18.001999999999995
80.66,2.94,6.97,Faulty,0.0
82.99,4.12,5.07,Faulty,0.0
78.22,3.03,8.45,Normal,12.568000000000012
71.73,4.43,6.55,Normal,15.162000000000006
72.45,5.49,5.17,Normal,13.569999999999993
75.4,3.85,10.31,Faulty,0.0
92.21,7.73,8.85,Faulty,0.0
70.06,6.02,8.32,Faulty,0.0
78.62,2.81,5.85,Normal,21.227999999999994
75.43,5.19,7.2,Normal,10.0
66.42,5.07,5.65,Normal,17.848
70.36,4.85,5.14,Normal,18.11399999999999
72.48,5.29,7.78,Normal,10.0
74.64,4.28,7.61,Normal,10.986000000000004
84.45,3.42,8.72,Faulty,0.0
76.19,5.09,6.95,Normal,10.0
70.8,5.13,10.33,Faulty,0.0
76.1,5.11,7.4,Normal,10.0
73.24,4.04,7.85,Normal,12.306000000000012
76.62,3.28,4.96,Normal,22.748000000000005
77.9,4.19,6.08,Normal,14.069999999999993
81.05,4.94,7.78,Faulty,0.0
74.88,5.02,6.87,Normal,10.0
83.19,3.57,7.28,Faulty,0.0
79.54,4.32,5.78,Normal,13.335999999999984
71.46,2.69,7.18,Normal,22.134000000000015
86.05,4.98,7.18,Faulty,0.0
76.63,3.22,5.23,Normal,22.232
70.82,4.79,7.96,Normal,10.0
83.26,2.85,4.45,Faulty,0.0
85.39,5.03,7.28,Faulty,0.0
74.83,4.32,9.65,Faulty,0.0
72.48,3.22,8.02,Normal,16.352000000000004
74.14,4.69,8.01,Normal,10.0
78.57,3.41,5.65,Normal,18.858000000000004
81.39,4.75,9.65,Faulty,0.0
77.85,3.73,9.07,Faulty,0.0
75.51,2.28,5.73,Normal,26.104
82.49,3.02,6.29,Faulty,0.0
73.44,3.57,8.88,Normal,11.445999999999998
80.15,5.37,9.69,Faulty,0.0
73.56,4.9,5.1,Normal,16.064000000000007
77.16,5.62,5.49,Normal,10.0
74.43,5.65,6.78,Normal,10.0
74.72,3.47,3.74,Normal,26.598
73.11,3.81,7.03,Normal,15.994
81.72,3.59,8.78,Faulty,0.0
71.34,3.33,4.84,Normal,26.025999999999996
71.3,2.16,7.19,Normal,24.849999999999994
85.6,3.99,6.13,Faulty,0.0
79.89,2.71,9.46,Faulty,0.0
63.07,3.97,6.15,Normal,23.858000000000004
87.88,8.98,12.48,Faulty,0.0
65.94,3.49,6.1,Normal,24.686000000000007
70.25,4.19,8.16,Normal,12.420000000000002
59.31,4.91,7.38,Normal,17.724000000000004
74.32,4.28,6.79,Normal,13.638000000000005
69.29,4.29,5.81,Normal,19.545999999999992
75.3,3.64,7.48,Normal,14.180000000000007
66.87,3.77,6.34,Normal,22.007999999999996
75.41,3.04,5.97,Normal,21.644000000000005
72.93,4.85,9.21,Faulty,0.0
82.51,2.26,7.82,Faulty,0.0
101.37,7.07,10.73,Faulty,0.0
78.93,2.6,6.41,Normal,20.411999999999992
73.37,4.96,6.72,Normal,11.018
84.93,3.65,6.63,Faulty,0.0
67.23,2.77,7.51,Normal,23.281999999999996
67.98,4.58,7.96,Normal,12.432000000000002
74.58,4.93,6.95,Normal,10.0
86.27,3.56,5.81,Faulty,0.0
91.73,7.47,12.55,Faulty,0.0
74.08,1.71,7.05,Normal,25.852000000000004
67.79,2.68,4.84,Normal,31.406000000000006
79.73,5.29,3.8,Normal,14.312000000000012
79.77,3.78,7.45,Normal,10.888000000000005
78.95,2.14,5.76,Normal,24.650000000000006
71.85,3.3,7.65,Normal,17.439999999999998
71.47,3.08,5.84,Normal,24.198000000000008
68.53,3.83,7.2,Normal,18.132000000000005
75.42,3.63,6.43,Normal,17.307999999999993
69.6,4.18,9.63,Faulty,0.0
69.11,3.93,8.43,Normal,13.593999999999994
72.88,5.36,9.02,Faulty,0.0
72.55,4.42,7.04,Normal,13.25
72.31,4.46,8.23,Normal,10.0
89.83,7.74,9.65,Faulty,0.0
75.4,3.61,9.2,Faulty,0.0
73.56,2.74,6.89,Normal,21.494
75.92,5.21,4.9,Normal,13.697999999999993
70.04,4.14,4.0,Normal,25.275999999999996
75.53,4.14,9.5,Faulty,0.0
75.75,3.37,7.72,Normal,14.540000000000006
67.48,3.38,7.82,Normal,19.152
79.98,4.85,9.23,Faulty,0.0
70.59,4.98,4.52,Normal,19.185999999999993
75.45,4.78,6.46,Normal,11.450000000000003
80.82,4.79,6.65,Faulty,0.0
79.63,4.57,8.11,Normal,10.0
75.17,4.13,5.96,Normal,16.36800000000001
73.19,3.82,5.2,Normal,21.385999999999996
79.74,5.21,5.18,Normal,10.566000000000003
78.37,3.63,8.72,Normal,10.0
71.91,4.37,5.89,Normal,17.334000000000003
71.03,3.2,6.17,Normal,22.872
64.64,3.34,7.95,Normal,20.665999999999997
75.77,3.76,5.95,Normal,17.888000000000005
74.59,3.2,4.44,Normal,25.926000000000002
80.68,4.8,4.63,Faulty,0.0
76.8,2.65,6.91,Normal,19.939999999999998
81.67,4.1,7.75,Faulty,0.0
71.51,4.13,6.7,Normal,16.343999999999994
80.69,2.19,7.65,Faulty,0.0
72.36,3.56,4.58,Normal,25.04400000000001
78.89,4.26,4.68,Normal,17.326000000000022
67.71,4.43,10.38,Faulty,0.0
76.18,3.8,8.85,Normal,10.0
65.08,4.68,8.15,Normal,13.102000000000004
73.66,3.89,6.01,Normal,18.323999999999998
77.2,4.01,6.64,Normal,13.709999999999994
72.4,4.25,7.0,Normal,14.310000000000002
69.75,4.93,8.97,Normal,10.0
79.23,3.32,7.6,Normal,13.061999999999998
92.75,7.39,9.95,Faulty,0.0
72.55,3.33,6.75,Normal,19.570000000000007
75.21,3.67,8.19,Normal,11.954000000000008
101.64,9.06,9.95,Faulty,0.0
80.77,4.57,7.07,Faulty,0.0
80.81,2.87,5.89,Faulty,0.0
77.18,3.4,6.83,Normal,16.201999999999998
75.83,4.37,5.38,Normal,16.512
63.02,3.09,6.94,Normal,25.918000000000006
71.61,3.27,7.13,Normal,19.293999999999997
72.6,5.34,3.39,Normal,19.570000000000007
65.63,3.39,6.65,Normal,23.72200000000001
69.21,4.95,5.24,Normal,18.004000000000005
65.1,5.26,7.75,Normal,11.390000000000015
74.81,3.27,7.96,Normal,14.884
79.09,3.11,6.36,Normal,17.915999999999997
80.53,3.72,7.82,Faulty,0.0
77.07,2.91,7.89,Normal,15.537999999999997
70.18,4.12,6.66,Normal,17.311999999999998
65.34,3.79,9.3,Faulty,0.0
66.22,4.36,5.91,Normal,20.738
68.66,5.4,9.21,Faulty,0.0
70.56,4.82,6.66,Normal,13.583999999999989
74.2,4.49,5.74,Normal,15.810000000000002
69.93,2.03,6.47,Normal,28.482
76.69,4.44,5.35,Normal,15.736000000000004
73.84,5.72,8.18,Normal,10.0
75.05,0.99,4.6,Normal,36.220000000000006
80.7,4.69,9.08,Faulty,0.0
69.1,3.84,5.6,Normal,22.540000000000006
77.09,3.15,8.25,Normal,13.24600000000001
74.93,4.8,7.04,Normal,10.0
73.33,5.71,7.41,Normal,10.0
79.43,4.78,6.11,Normal,10.111999999999995
79.4,3.63,7.53,Normal,11.620000000000005
70.27,3.06,7.2,Normal,20.937999999999988
74.09,4.14,4.81,Normal,20.415999999999997
76.41,4.87,5.56,Normal,13.123999999999995
73.63,3.61,6.19,Normal,19.201999999999998
96.98,5.73,7.89,Faulty,0.0
76.41,6.82,8.88,Faulty,0.0
84.16,5.08,7.01,Faulty,0.0
67.35,5.15,5.83,Normal,16.349999999999994
74.39,2.54,6.26,Normal,23.885999999999996
70.46,3.29,6.24,Normal,22.554000000000002
78.02,4.07,6.57,Normal,13.127999999999986
66.91,3.0,5.39,Normal,28.68400000000001
76.73,5.6,5.78,Normal,10.0
71.85,5.41,8.15,Normal,10.0
71.33,3.47,7.28,Normal,18.012
67.77,5.78,6.77,Normal,10.128
72.67,4.0,7.0,Normal,15.397999999999996
80.42,6.59,6.93,Faulty,0.0
74.87,4.14,6.69,Normal,14.307999999999993
78.14,4.58,7.78,Normal,10.0
83.32,5.4,7.66,Faulty,0.0
76.32,5.28,4.64,Normal,13.888000000000005
72.21,4.51,6.8,Normal,13.724000000000018
77.34,3.86,4.74,Normal,20.075999999999993
72.28,4.51,7.95,Normal,10.232
72.48,3.18,8.15,Normal,16.162000000000006
67.4,4.15,6.08,Normal,20.569999999999993
79.63,2.89,6.82,Normal,17.311999999999998
73.07,2.22,3.83,Normal,33.56800000000001
92.1,7.36,10.98,Faulty,0.0
69.82,5.26,8.06,Normal,10.0
94.91,7.18,11.72,Faulty,0.0
71.19,3.92,9.23,Faulty,0.0
74.29,5.75,5.16,Normal,11.195999999999984
79.39,3.43,8.33,Normal,10.225999999999999
78.95,2.08,9.22,Faulty,0.0
74.89,1.82,4.76,Normal,31.686000000000007
66.16,2.82,6.74,Normal,25.98400000000001
89.96,4.82,6.45,Faulty,0.0
83.73,3.37,8.28,Faulty,0.0
78.61,4.46,3.41,Normal,20.304000000000002
71.23,5.65,9.72,Faulty,0.0
74.43,2.9,6.83,Normal,20.352000000000004
72.28,4.48,8.37,Normal,10.0
81.32,4.54,6.91,Faulty,0.0
76.31,3.14,7.74,Normal,15.293999999999997
71.08,5.35,3.52,Normal,20.042
72.65,3.71,6.42,Normal,18.599999999999994
80.61,3.62,8.27,Faulty,0.0
83.0,6.11,7.43,Faulty,0.0
82.64,4.52,4.54,Faulty,0.0
78.79,4.93,7.09,Normal,10.0
73.74,5.35,5.77,Normal,11.695999999999998
58.79,3.35,5.64,Normal,31.055999999999997
76.49,5.25,4.72,Normal,13.695999999999998
74.99,3.5,7.93,Normal,13.716000000000008
75.7,3.46,8.67,Normal,11.27000000000001
75.27,3.73,10.18,Faulty,0.0
68.37,3.38,4.79,Normal,27.708
77.79,4.82,8.15,Normal,10.0
78.16,4.27,8.25,Normal,10.0
78.41,3.51,6.13,Normal,17.013999999999996
79.73,4.67,5.62,Normal,11.951999999999998
78.02,3.72,5.37,Normal,18.477999999999994
72.95,3.67,6.21,Normal,19.25
74.65,4.05,7.3,Normal,13.060000000000002
75.46,4.46,9.04,Faulty,0.0
75.54,4.39,8.66,Normal,10.0
79.99,3.64,4.58,Normal,20.066000000000017
78.22,4.85,5.82,Normal,11.358000000000004
85.39,3.78,8.95,Faulty,0.0
86.03,3.35,5.9,Faulty,0.0
89.41,5.1,11.86,Faulty,0.0
55.82,4.98,4.44,Normal,28.28800000000001
81.18,4.01,8.73,Faulty,0.0
72.3,4.21,4.13,Normal,23.180000000000007
70.99,5.05,4.54,Normal,18.536
73.01,3.52,8.58,Normal,12.853999999999985
72.77,2.63,9.88,Faulty,0.0
78.06,4.07,6.56,Normal,13.133999999999986
67.2,4.31,6.93,Normal,17.340000000000003
69.61,3.74,8.36,Normal,14.454000000000008
76.72,5.47,7.43,Normal,10.0
78.11,1.51,6.44,Normal,26.26400000000001
78.21,5.12,6.27,Normal,10.0
71.06,4.79,4.65,Normal,19.464
70.11,4.46,7.35,Normal,13.584000000000003
72.47,0.66,6.86,Normal,32.638000000000005
92.39,7.41,11.17,Faulty,0.0
